student_id,Score,Submission_Time
2B806EF6-A590-1C00-F0C5-1469E3B2152E,75.4,26/12/2015 17:56:11
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,72.1,15/05/2016 02:21:55
DDE0526B-7DA4-80E8-C2A6-D097F3826029,64.1,15/11/2015 04:49:30
DDE0526B-7DA4-80E8-C2A6-D097F3826029,39.5,26/10/2015 20:31:50
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,59.9,14/12/2015 00:24:59
1F51E050-78F7-F270-1B90-ED1BC0376763,57.6,01/10/2015 18:05:19
DDE0526B-7DA4-80E8-C2A6-D097F3826029,83.2,11/01/2016 05:21:37
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,57.4,10/01/2016 10:52:57
25197F10-E9E9-4C50-63F8-6C896975AAE2,95.6,16/10/2015 09:58:25
DDE0526B-7DA4-80E8-C2A6-D097F3826029,89.7,19/09/2015 19:21:08
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,49.4,30/10/2015 03:30:49
1F51E050-78F7-F270-1B90-ED1BC0376763,61.8,18/09/2015 15:20:51
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,88.8,21/09/2015 03:32:25
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,69.3,16/09/2015 04:04:18
DDE0526B-7DA4-80E8-C2A6-D097F3826029,70.1,21/01/2016 19:44:32
1F51E050-78F7-F270-1B90-ED1BC0376763,74.9,18/10/2015 20:38:03
1F51E050-78F7-F270-1B90-ED1BC0376763,65.4,01/04/2016 10:30:53
247B105C-2067-A7AA-2CBE-B65278128C96,76.3,08/01/2016 20:45:18
1F51E050-78F7-F270-1B90-ED1BC0376763,89.1,17/03/2016 21:29:57
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,83.8,01/11/2015 14:09:21
25197F10-E9E9-4C50-63F8-6C896975AAE2,69.3,11/11/2015 15:50:40
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,46.2,08/01/2016 21:03:46
25197F10-E9E9-4C50-63F8-6C896975AAE2,72.3,19/09/2015 20:06:50
2B806EF6-A590-1C00-F0C5-1469E3B2152E,88.5,01/11/2015 19:10:08
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,96.7,02/11/2015 03:30:31
1F51E050-78F7-F270-1B90-ED1BC0376763,96.4,11/11/2015 16:54:26
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,59.1,05/10/2015 05:35:44
2B806EF6-A590-1C00-F0C5-1469E3B2152E,97.1,23/01/2016 03:42:34
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,81.4,20/09/2015 22:02:53
2B806EF6-A590-1C00-F0C5-1469E3B2152E,96.1,12/10/2015 00:31:24
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,81.9,22/06/2016 22:06:14
1F51E050-78F7-F270-1B90-ED1BC0376763,77.2,30/11/2015 20:15:29
DDE0526B-7DA4-80E8-C2A6-D097F3826029,90.0,18/09/2015 23:45:58
1F51E050-78F7-F270-1B90-ED1BC0376763,52.3,19/10/2015 17:40:34
247B105C-2067-A7AA-2CBE-B65278128C96,70.6,21/02/2016 18:55:02
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,96.9,05/10/2015 01:29:09
42A3C4F0-7032-7368-2D67-989735754020,96.2,10/01/2016 17:38:39
8C6EA8F3-92C5-E12E-C977-4B7D5BBF2965,98.0,05/03/2016 18:50:47
CAE0006D-60EB-7384-CC55-D240402AEBB8,40.0,15/11/2015 18:20:04
50BA1266-3920-5F7F-7955-DE8EB86A9352,85.1,11/01/2016 03:41:18
2626BE85-66B0-A4F4-37B7-A312EEE591E4,73.1,06/03/2016 11:27:34
16BDE671-E387-602F-7DF2-DF6CE6425038,99.0,05/10/2015 04:28:50
8F7B49D3-1DEB-FC94-FA7A-EAFD3DDED2A3,98.0,22/01/2016 11:19:44
4E735D71-BC5C-EE5E-C0A3-9C8D335EB5A0,93.7,24/01/2016 14:33:40
121A91B4-BDB6-99EA-97CA-F17BE865B349,65.2,10/12/2015 20:37:21
E78DDC69-9BD3-2C48-4EF4-A070E5983CAC,89.1,10/01/2016 05:31:01
6C3056AA-80CD-2D31-2FDA-7AB0E2A674B3,64.2,15/11/2015 15:59:43
4CC15D9A-7216-BD94-E6CC-FD511C83B148,98.1,24/07/2016 19:22:11
D1207E94-8518-903F-705A-7AE5E1554EE7,82.1,14/12/2015 05:11:44
5467C7BC-8E80-DFC6-51CE-C6F7E010505E,61.1,13/12/2015 23:56:44
E0DBCF79-2C64-F398-E68A-6BE4F96653C3,36.6,13/12/2015 22:43:18
1026AC75-5EB1-292F-A95E-6BBA39BE3FAF,89.1,12/05/2016 21:59:46
BB27E6E0-6BE1-A120-E1F8-859B25B27243,65.0,19/09/2015 20:32:14
D04DD690-DC9B-EA79-80E1-51B16F3032C6,51.0,26/04/2016 06:32:25
A1331E62-50B5-94FC-E0CE-3092CB3D30D9,85.6,25/10/2015 08:06:26
3B504879-A423-479F-F6C4-6BB5A6FB43E6,100.0,23/01/2016 20:30:07
5828EF8F-4B21-F2F2-D0DE-BAFC3C1BDB85,56.6,21/11/2015 08:26:37
8370508E-D8A1-69CC-2AE0-B124FE3F9158,88.8,18/12/2015 18:47:45
2B806EF6-A590-1C00-F0C5-1469E3B2152E,29.1,20/09/2015 15:07:26
25197F10-E9E9-4C50-63F8-6C896975AAE2,71.8,04/10/2015 13:40:10
1F51E050-78F7-F270-1B90-ED1BC0376763,57.6,19/02/2016 14:32:21
247B105C-2067-A7AA-2CBE-B65278128C96,87.9,05/10/2015 17:46:00
2B806EF6-A590-1C00-F0C5-1469E3B2152E,80.5,20/09/2015 20:18:24
25197F10-E9E9-4C50-63F8-6C896975AAE2,35.6,04/03/2016 16:36:45
DDE0526B-7DA4-80E8-C2A6-D097F3826029,72.1,11/06/2016 15:06:34
DDE0526B-7DA4-80E8-C2A6-D097F3826029,86.0,15/11/2015 21:34:58
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,83.8,15/09/2015 10:54:38
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,50.6,09/03/2016 12:05:29
DDE0526B-7DA4-80E8-C2A6-D097F3826029,71.6,04/02/2016 10:32:57
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,46.8,11/01/2016 03:11:45
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,84.8,05/08/2016 14:46:26
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,77.9,19/09/2015 13:05:34
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,65.4,28/05/2016 14:35:34
247B105C-2067-A7AA-2CBE-B65278128C96,69.6,18/07/2016 22:54:42
1F51E050-78F7-F270-1B90-ED1BC0376763,67.3,24/11/2015 12:42:42
1F51E050-78F7-F270-1B90-ED1BC0376763,78.1,06/01/2016 18:22:44
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,81.2,28/11/2015 02:31:15
25197F10-E9E9-4C50-63F8-6C896975AAE2,74.6,14/11/2015 21:01:02
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,61.0,19/12/2015 23:37:25
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,66.7,12/12/2015 15:23:19
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,77.5,29/11/2015 17:29:52
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,72.5,21/04/2016 21:35:24
1F51E050-78F7-F270-1B90-ED1BC0376763,44.5,16/05/2016 00:44:47
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,56.9,22/02/2016 03:05:31
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,56.4,27/01/2016 12:50:03
25197F10-E9E9-4C50-63F8-6C896975AAE2,84.2,06/03/2016 02:36:47
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,86.4,20/09/2015 21:36:05
247B105C-2067-A7AA-2CBE-B65278128C96,88.9,01/04/2016 13:42:39
2B806EF6-A590-1C00-F0C5-1469E3B2152E,64.4,10/01/2016 15:02:52
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,56.9,20/09/2015 18:19:29
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,69.5,24/01/2016 13:55:35
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,52.3,05/02/2016 20:09:28
247B105C-2067-A7AA-2CBE-B65278128C96,61.1,17/10/2015 19:49:44
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,78.6,27/12/2015 06:29:22
25197F10-E9E9-4C50-63F8-6C896975AAE2,94.9,21/02/2016 15:25:28
25197F10-E9E9-4C50-63F8-6C896975AAE2,54.2,26/07/2016 18:24:49
247B105C-2067-A7AA-2CBE-B65278128C96,32.9,15/09/2015 17:31:08
25197F10-E9E9-4C50-63F8-6C896975AAE2,98.3,30/04/2016 20:18:11
DDE0526B-7DA4-80E8-C2A6-D097F3826029,89.1,31/01/2016 22:59:24
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,87.8,10/01/2016 13:58:08
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,77.5,18/10/2015 20:16:13
25197F10-E9E9-4C50-63F8-6C896975AAE2,89.5,08/02/2016 00:01:58
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,77.9,14/11/2015 15:33:32
247B105C-2067-A7AA-2CBE-B65278128C96,86.7,12/07/2016 01:54:40
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,65.1,19/10/2015 19:57:40
2B806EF6-A590-1C00-F0C5-1469E3B2152E,73.2,25/01/2016 01:22:54
DDE0526B-7DA4-80E8-C2A6-D097F3826029,76.3,15/05/2016 11:53:54
25197F10-E9E9-4C50-63F8-6C896975AAE2,60.0,14/11/2015 05:47:08
1F51E050-78F7-F270-1B90-ED1BC0376763,93.8,22/01/2016 21:02:20
247B105C-2067-A7AA-2CBE-B65278128C96,85.2,29/11/2015 15:15:17
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,72.0,26/06/2016 11:55:19
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,74.6,24/01/2016 21:40:56
1F51E050-78F7-F270-1B90-ED1BC0376763,81.3,13/06/2016 05:21:12
25197F10-E9E9-4C50-63F8-6C896975AAE2,89.5,29/07/2016 04:55:53
2B806EF6-A590-1C00-F0C5-1469E3B2152E,57.9,16/10/2015 11:20:37
2B806EF6-A590-1C00-F0C5-1469E3B2152E,98.6,31/01/2016 20:48:05
25197F10-E9E9-4C50-63F8-6C896975AAE2,61.8,14/11/2015 18:09:03
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,60.7,24/01/2016 12:21:42
DDE0526B-7DA4-80E8-C2A6-D097F3826029,70.9,06/02/2016 19:44:10
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,88.6,18/10/2015 03:53:16
2B806EF6-A590-1C00-F0C5-1469E3B2152E,80.3,20/09/2015 00:27:43
DDE0526B-7DA4-80E8-C2A6-D097F3826029,98.8,01/03/2016 18:01:52
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,37.9,04/10/2015 03:27:05
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,72.4,15/04/2016 16:23:15
1F51E050-78F7-F270-1B90-ED1BC0376763,83.8,02/10/2015 12:53:23
2B806EF6-A590-1C00-F0C5-1469E3B2152E,55.5,18/10/2015 09:23:28
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,85.7,11/12/2015 13:17:16
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,78.4,06/03/2016 16:08:26
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,40.4,20/01/2016 02:07:12
2B806EF6-A590-1C00-F0C5-1469E3B2152E,59.4,28/09/2015 17:00:00
247B105C-2067-A7AA-2CBE-B65278128C96,77.9,21/11/2015 10:02:43
25197F10-E9E9-4C50-63F8-6C896975AAE2,92.2,06/03/2016 11:55:17
1F51E050-78F7-F270-1B90-ED1BC0376763,66.7,16/09/2015 15:46:17
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,53.9,12/12/2015 16:36:39
25197F10-E9E9-4C50-63F8-6C896975AAE2,85.1,02/10/2015 16:48:27
25197F10-E9E9-4C50-63F8-6C896975AAE2,79.9,20/10/2015 01:38:52
1F51E050-78F7-F270-1B90-ED1BC0376763,83.1,22/02/2016 04:47:31
25197F10-E9E9-4C50-63F8-6C896975AAE2,77.5,19/09/2015 23:02:45
2B806EF6-A590-1C00-F0C5-1469E3B2152E,93.4,08/01/2016 23:56:11
DDE0526B-7DA4-80E8-C2A6-D097F3826029,72.1,28/12/2015 06:08:20
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,94.9,03/10/2015 20:16:33
247B105C-2067-A7AA-2CBE-B65278128C96,81.7,01/11/2015 04:23:51
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,47.9,24/01/2016 15:03:28
1F51E050-78F7-F270-1B90-ED1BC0376763,55.0,29/10/2015 17:24:41
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,54.5,21/09/2015 01:28:31
247B105C-2067-A7AA-2CBE-B65278128C96,76.7,14/12/2015 00:52:48
247B105C-2067-A7AA-2CBE-B65278128C96,96.8,16/03/2016 20:55:09
DDE0526B-7DA4-80E8-C2A6-D097F3826029,97.2,27/03/2016 20:58:53
1F51E050-78F7-F270-1B90-ED1BC0376763,95.7,03/03/2016 14:24:21
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,65.7,24/11/2015 04:29:43
25197F10-E9E9-4C50-63F8-6C896975AAE2,80.4,20/03/2016 18:40:02
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,65.7,04/10/2015 11:55:23
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,50.4,04/08/2016 00:43:38
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,67.1,20/09/2015 15:56:19
2B806EF6-A590-1C00-F0C5-1469E3B2152E,95.2,15/11/2015 21:34:11
DDE0526B-7DA4-80E8-C2A6-D097F3826029,88.0,21/09/2015 06:34:15
DDE0526B-7DA4-80E8-C2A6-D097F3826029,94.5,18/09/2015 13:11:45
DDE0526B-7DA4-80E8-C2A6-D097F3826029,79.6,27/10/2015 05:52:23
247B105C-2067-A7AA-2CBE-B65278128C96,43.5,05/01/2016 11:12:05
25197F10-E9E9-4C50-63F8-6C896975AAE2,98.2,19/02/2016 08:34:46
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,96.2,05/01/2016 09:20:20
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,87.8,22/01/2016 21:54:47
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,86.1,25/11/2015 14:26:06
DDE0526B-7DA4-80E8-C2A6-D097F3826029,94.5,15/11/2015 19:45:32
247B105C-2067-A7AA-2CBE-B65278128C96,43.3,01/11/2015 00:01:51
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,71.5,06/02/2016 19:04:54
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,97.8,17/10/2015 16:07:45
25197F10-E9E9-4C50-63F8-6C896975AAE2,53.9,17/04/2016 00:28:16
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,95.1,18/04/2016 07:18:48
247B105C-2067-A7AA-2CBE-B65278128C96,81.1,20/09/2015 09:48:03
1F51E050-78F7-F270-1B90-ED1BC0376763,58.0,03/04/2016 02:04:11
25197F10-E9E9-4C50-63F8-6C896975AAE2,88.7,15/05/2016 07:48:11
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,52.8,18/01/2016 03:20:45
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,43.9,10/01/2016 00:04:36
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,63.3,23/01/2016 22:05:16
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,90.2,28/03/2016 13:22:16
DDE0526B-7DA4-80E8-C2A6-D097F3826029,18.0,05/01/2016 05:43:54
1F51E050-78F7-F270-1B90-ED1BC0376763,58.5,16/11/2015 02:00:10
25197F10-E9E9-4C50-63F8-6C896975AAE2,86.6,16/10/2015 05:02:17
DDE0526B-7DA4-80E8-C2A6-D097F3826029,47.0,04/03/2016 01:53:58
247B105C-2067-A7AA-2CBE-B65278128C96,87.6,19/09/2015 02:26:22
247B105C-2067-A7AA-2CBE-B65278128C96,87.2,29/10/2015 19:46:05
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,63.6,01/05/2016 09:19:45
1F51E050-78F7-F270-1B90-ED1BC0376763,62.8,04/10/2015 23:12:27
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,94.5,19/09/2015 07:20:22
1F51E050-78F7-F270-1B90-ED1BC0376763,77.6,16/06/2016 23:22:46
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,94.4,30/04/2016 13:25:42
2B806EF6-A590-1C00-F0C5-1469E3B2152E,98.0,05/10/2015 00:26:30
DDE0526B-7DA4-80E8-C2A6-D097F3826029,86.8,10/11/2015 06:04:40
247B105C-2067-A7AA-2CBE-B65278128C96,74.5,27/12/2015 20:45:53
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,76.6,09/04/2016 05:14:53
2B806EF6-A590-1C00-F0C5-1469E3B2152E,48.9,23/12/2015 04:17:23
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,58.3,21/02/2016 22:21:14
247B105C-2067-A7AA-2CBE-B65278128C96,68.9,13/11/2015 00:55:48
2B806EF6-A590-1C00-F0C5-1469E3B2152E,63.8,29/05/2016 13:40:28
25197F10-E9E9-4C50-63F8-6C896975AAE2,76.5,05/10/2015 03:54:05
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,73.6,06/03/2016 07:23:02
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,88.7,16/10/2015 23:37:48
25197F10-E9E9-4C50-63F8-6C896975AAE2,87.6,11/01/2016 01:37:54
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,67.1,21/09/2015 02:46:14
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,90.6,18/10/2015 16:47:20
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,99.2,15/05/2016 20:43:24
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,72.8,01/03/2016 14:05:12
25197F10-E9E9-4C50-63F8-6C896975AAE2,62.9,20/09/2015 20:16:19
2B806EF6-A590-1C00-F0C5-1469E3B2152E,54.9,19/07/2016 00:16:12
25197F10-E9E9-4C50-63F8-6C896975AAE2,81.9,08/01/2016 17:25:00
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,85.7,15/11/2015 09:35:52
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,50.3,22/12/2015 05:45:27
25197F10-E9E9-4C50-63F8-6C896975AAE2,89.9,09/11/2015 20:49:41
247B105C-2067-A7AA-2CBE-B65278128C96,51.4,22/01/2016 15:58:31
DDE0526B-7DA4-80E8-C2A6-D097F3826029,54.5,28/12/2015 12:59:40
25197F10-E9E9-4C50-63F8-6C896975AAE2,83.4,21/10/2015 02:02:14
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,77.5,04/10/2015 13:20:20
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,64.6,27/05/2016 13:11:50
25197F10-E9E9-4C50-63F8-6C896975AAE2,93.4,27/12/2015 10:43:18
1F51E050-78F7-F270-1B90-ED1BC0376763,44.3,16/05/2016 05:52:03
247B105C-2067-A7AA-2CBE-B65278128C96,86.1,29/11/2015 12:51:41
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,98.9,09/01/2016 03:17:54
2B806EF6-A590-1C00-F0C5-1469E3B2152E,63.8,04/03/2016 03:25:31
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,30.8,17/10/2015 20:15:09
2B806EF6-A590-1C00-F0C5-1469E3B2152E,91.1,17/07/2016 13:08:35
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,40.3,01/12/2015 19:00:05
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,67.3,18/10/2015 09:41:31
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,91.0,05/10/2015 01:05:37
247B105C-2067-A7AA-2CBE-B65278128C96,72.6,27/02/2016 18:14:17
2B806EF6-A590-1C00-F0C5-1469E3B2152E,94.5,02/11/2015 04:32:56
1F51E050-78F7-F270-1B90-ED1BC0376763,64.9,13/10/2015 02:08:14
247B105C-2067-A7AA-2CBE-B65278128C96,98.3,21/12/2015 22:57:28
247B105C-2067-A7AA-2CBE-B65278128C96,57.2,24/01/2016 16:42:10
DDE0526B-7DA4-80E8-C2A6-D097F3826029,87.5,07/08/2016 06:58:12
1F51E050-78F7-F270-1B90-ED1BC0376763,69.9,07/02/2016 13:23:10
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,88.2,20/09/2015 08:14:22
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,53.2,21/09/2015 01:55:42
247B105C-2067-A7AA-2CBE-B65278128C96,89.1,13/12/2015 15:43:32
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,61.6,01/11/2015 16:39:19
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,77.1,20/02/2016 20:44:37
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,82.3,15/09/2015 20:11:49
1F51E050-78F7-F270-1B90-ED1BC0376763,95.4,19/09/2015 04:11:41
247B105C-2067-A7AA-2CBE-B65278128C96,98.6,03/10/2015 16:55:49
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,63.6,15/11/2015 16:15:15
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,75.2,04/10/2015 15:26:55
1F51E050-78F7-F270-1B90-ED1BC0376763,97.1,29/09/2015 13:21:39
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,35.8,18/02/2016 17:19:28
DDE0526B-7DA4-80E8-C2A6-D097F3826029,72.9,20/09/2015 17:44:20
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,51.9,04/10/2015 20:53:16
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,66.4,02/11/2015 00:42:07
2B806EF6-A590-1C00-F0C5-1469E3B2152E,77.6,11/01/2016 20:15:39
247B105C-2067-A7AA-2CBE-B65278128C96,77.9,11/12/2015 22:26:01
DDE0526B-7DA4-80E8-C2A6-D097F3826029,66.1,24/01/2016 21:06:46
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,40.6,11/03/2016 14:47:13
DDE0526B-7DA4-80E8-C2A6-D097F3826029,97.6,03/04/2016 13:05:48
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,87.0,30/01/2016 17:45:55
DDE0526B-7DA4-80E8-C2A6-D097F3826029,79.4,16/11/2015 19:23:21
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,77.1,15/05/2016 10:34:25
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,82.4,12/12/2015 01:59:16
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,69.3,26/01/2016 09:00:54
